# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4M of event 'cycles:ppp'
# Event count (approx.): 7488323981209
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.06%  translator  perf-32205.map       [.] src_0x33cf34
     0.06%  translator  perf-32205.map       [.] src_0x365470
     0.06%  translator  perf-32205.map       [.] src_0x26a174
     0.06%  translator  perf-32205.map       [.] src_0x2bd26c
     0.06%  translator  perf-32205.map       [.] src_0x2bd244
     0.06%  translator  perf-32205.map       [.] src_0xf6fb4
     0.06%  translator  perf-32205.map       [.] src_0xf5258
     0.06%  translator  perf-32205.map       [.] src_0x20a1d0
     0.06%  translator  perf-32205.map       [.] src_0xfbd50
     0.05%  translator  perf-32205.map       [.] src_0xfbc98
     0.05%  translator  perf-32205.map       [.] src_0x2b50b4
     0.05%  translator  perf-32205.map       [.] src_0x2c3edc
     0.05%  translator  perf-32205.map       [.] src_0x2b5334
     0.05%  translator  perf-32205.map       [.] src_0x368afc
     0.05%  translator  perf-32205.map       [.] src_0x2b0fe0
     0.05%  translator  perf-32205.map       [.] src_0x26ad50
     0.05%  translator  perf-32205.map       [.] src_0x52783c
     0.05%  translator  perf-32205.map       [.] src_0x529bc0
     0.05%  translator  perf-32205.map       [.] src_0x203c64
     0.05%  translator  perf-32205.map       [.] src_0xf17f4
     0.05%  translator  perf-32205.map       [.] src_0xdeb30
     0.05%  translator  perf-32205.map       [.] src_0x358a10
     0.05%  translator  perf-32205.map       [.] src_0x2c3928
     0.05%  translator  perf-32205.map       [.] src_0xf5240
     0.05%  translator  perf-32205.map       [.] src_0xf5218
     0.05%  translator  perf-32205.map       [.] src_0x529f3c
     0.05%  translator  perf-32205.map       [.] src_0x5287a4
     0.05%  translator  perf-32205.map       [.] src_0x368b70
     0.05%  translator  perf-32205.map       [.] src_0x33cf1c
     0.05%  translator  perf-32205.map       [.] src_0x26a5ac
     0.05%  translator  perf-32205.map       [.] src_0x33cf6c
     0.05%  translator  perf-32205.map       [.] src_0x1edbc
     0.05%  translator  perf-32205.map       [.] src_0x20a1e4
     0.05%  translator  perf-32205.map       [.] src_0x12d044
     0.05%  translator  perf-32205.map       [.] src_0x4f1184
     0.05%  translator  perf-32205.map       [.] src_0x2b1004
     0.05%  translator  perf-32205.map       [.] src_0x1eeac
     0.05%  translator  perf-32205.map       [.] src_0x52782c
     0.05%  translator  perf-32205.map       [.] src_0xf46b8
     0.05%  translator  perf-32205.map       [.] src_0xf4488
     0.05%  translator  perf-32205.map       [.] src_0x12d01c
     0.05%  translator  perf-32205.map       [.] src_0x529fc8
     0.05%  translator  perf-32205.map       [.] src_0x12d0ac
     0.05%  translator  perf-32205.map       [.] src_0x437c48
     0.05%  translator  perf-32205.map       [.] src_0x529dc4
     0.05%  translator  perf-32205.map       [.] src_0x368b20
     0.05%  translator  perf-32205.map       [.] src_0x2c5e58
     0.05%  translator  perf-32205.map       [.] src_0x368b38
     0.05%  translator  perf-32205.map       [.] src_0x52f204
     0.05%  translator  perf-32205.map       [.] src_0xf5290
     0.05%  translator  perf-32205.map       [.] src_0xfbd0c
     0.05%  translator  perf-32205.map       [.] src_0x4f1868
     0.05%  translator  perf-32205.map       [.] src_0x12691c
     0.05%  translator  perf-32205.map       [.] src_0x4f0e30
     0.05%  translator  perf-32205.map       [.] src_0x527810
     0.05%  translator  perf-32205.map       [.] src_0x33d300
     0.05%  translator  perf-32205.map       [.] src_0xf44a4
     0.05%  translator  perf-32205.map       [.] src_0x2075e8
     0.05%  translator  perf-32205.map       [.] src_0x529fbc
     0.05%  translator  perf-32205.map       [.] src_0x2c3ed4
     0.05%  translator  perf-32205.map       [.] src_0x1e9e0
     0.05%  translator  perf-32205.map       [.] src_0x529e74
     0.05%  translator  perf-32205.map       [.] src_0x4f0c40
     0.05%  translator  perf-32205.map       [.] src_0x20a19c
     0.05%  translator  perf-32205.map       [.] src_0x26c1c0
     0.05%  translator  perf-32205.map       [.] src_0x203bfc
     0.05%  translator  perf-32205.map       [.] src_0x1ee38
     0.05%  translator  perf-32205.map       [.] src_0x26acd4
     0.05%  translator  perf-32205.map       [.] src_0x4f0bfc
     0.05%  translator  perf-32205.map       [.] src_0x529d08
     0.05%  translator  perf-32205.map       [.] src_0x2c2ac4
     0.05%  translator  perf-32205.map       [.] src_0x203cbc
     0.05%  translator  perf-32205.map       [.] src_0x2c5e74
     0.05%  translator  perf-32205.map       [.] src_0x2c5e38
     0.05%  translator  perf-32205.map       [.] src_0xdaf1c
     0.05%  translator  perf-32205.map       [.] src_0x365c58
     0.05%  translator  perf-32205.map       [.] src_0x26b31c
     0.05%  translator  perf-32205.map       [.] src_0x364d44
     0.05%  translator  perf-32205.map       [.] src_0x2b4018
     0.05%  translator  perf-32205.map       [.] src_0xf5234
     0.05%  translator  perf-32205.map       [.] src_0x26c794
     0.05%  translator  perf-32205.map       [.] src_0x26a548
     0.05%  translator  perf-32205.map       [.] src_0x2b0ffc
     0.05%  translator  perf-32205.map       [.] src_0x26a3f4
     0.05%  translator  perf-32205.map       [.] src_0xdb0b0
     0.05%  translator  perf-32205.map       [.] src_0x4f0c7c
     0.05%  translator  perf-32205.map       [.] src_0x2c717c
     0.05%  translator  perf-32205.map       [.] src_0x4f15f8
     0.05%  translator  perf-32205.map       [.] src_0x12cf28
     0.05%  translator  perf-32205.map       [.] src_0xdead4
     0.05%  translator  perf-32205.map       [.] src_0xdb084
     0.05%  translator  perf-32205.map       [.] src_0x529e8c
     0.05%  translator  perf-32205.map       [.] src_0x35d840
     0.05%  translator  perf-32205.map       [.] src_0x203e08
     0.05%  translator  perf-32205.map       [.] src_0x52a73c
     0.05%  translator  perf-32205.map       [.] src_0xdeb48
     0.05%  translator  perf-32205.map       [.] src_0x26a574
     0.04%  translator  perf-32205.map       [.] src_0x35d974
     0.04%  translator  perf-32205.map       [.] src_0x4f0e08
     0.04%  translator  perf-32205.map       [.] src_0xf1728
     0.04%  translator  perf-32205.map       [.] src_0x20c6bc
     0.04%  translator  perf-32205.map       [.] src_0x26b098
     0.04%  translator  perf-32205.map       [.] src_0x33cfb0
     0.04%  translator  perf-32205.map       [.] src_0x2c23e4
     0.04%  translator  perf-32205.map       [.] src_0x33cf84
     0.04%  translator  perf-32205.map       [.] src_0x52a9d0
     0.04%  translator  perf-32205.map       [.] src_0xf6fbc
     0.04%  translator  perf-32205.map       [.] src_0x20c8c0
     0.04%  translator  perf-32205.map       [.] src_0x2c3fdc
     0.04%  translator  perf-32205.map       [.] src_0x529cfc
     0.04%  translator  perf-32205.map       [.] src_0x4f0fe4
     0.04%  translator  perf-32205.map       [.] src_0x365630
     0.04%  translator  perf-32205.map       [.] src_0x527854
     0.04%  translator  perf-32205.map       [.] src_0x52b9b8
     0.04%  translator  perf-32205.map       [.] src_0x2c5e64
     0.04%  translator  perf-32205.map       [.] src_0x1268c0
     0.04%  translator  perf-32205.map       [.] src_0x2c3fa4
     0.04%  translator  perf-32205.map       [.] src_0x12d02c
     0.04%  translator  perf-32205.map       [.] src_0x2c27b0
     0.04%  translator  perf-32205.map       [.] src_0xf4a94
     0.04%  translator  perf-32205.map       [.] src_0x2c5e28
     0.04%  translator  perf-32205.map       [.] src_0x2658bc
     0.04%  translator  perf-32205.map       [.] src_0x20c888
     0.04%  translator  perf-32205.map       [.] src_0xf6f98
     0.04%  translator  perf-32205.map       [.] src_0x4f0d98
     0.04%  translator  perf-32205.map       [.] src_0xdb0c0
     0.04%  translator  perf-32205.map       [.] src_0x2c2e48
     0.04%  translator  perf-32205.map       [.] src_0xf1714
     0.04%  translator  perf-32205.map       [.] src_0x20c7fc
     0.04%  translator  perf-32205.map       [.] src_0x52b8f0
     0.04%  translator  perf-32205.map       [.] src_0x2c7134
     0.04%  translator  perf-32205.map       [.] src_0x26c1a0
     0.04%  translator  perf-32205.map       [.] src_0xde75c
     0.04%  translator  perf-32205.map       [.] src_0x26a5b8
     0.04%  translator  perf-32205.map       [.] src_0x4f1720
     0.04%  translator  perf-32205.map       [.] src_0x2c2ed0
     0.04%  translator  perf-32205.map       [.] src_0xdeb18
     0.04%  translator  perf-32205.map       [.] src_0x365c30
     0.04%  translator  perf-32205.map       [.] src_0xde87c
     0.04%  translator  perf-32205.map       [.] src_0xdeb40
     0.04%  translator  perf-32205.map       [.] src_0xde838
     0.04%  translator  perf-32205.map       [.] src_0xf17fc
     0.04%  translator  perf-32205.map       [.] src_0xf4718
     0.04%  translator  [kernel.kallsyms]    [k] update_blocked_averages
     0.04%  translator  perf-32205.map       [.] src_0xde76c
     0.04%  translator  perf-32205.map       [.] src_0x358ae4
     0.04%  translator  perf-32205.map       [.] src_0x126900
     0.04%  translator  perf-32205.map       [.] src_0x2b5544
     0.04%  translator  perf-32205.map       [.] src_0x4f035c
     0.04%  translator  perf-32205.map       [.] src_0x52b8fc
     0.04%  translator  perf-32205.map       [.] src_0x26b0ac
     0.04%  translator  perf-32205.map       [.] src_0xdebd8
     0.04%  translator  perf-32205.map       [.] src_0x20c224
     0.04%  translator  perf-32205.map       [.] src_0x529d24
     0.04%  translator  perf-32205.map       [.] src_0x2c2404
     0.04%  translator  perf-32205.map       [.] src_0x202f3c
     0.04%  translator  perf-32205.map       [.] src_0xdeb7c
     0.04%  translator  perf-32205.map       [.] src_0x12d0e4
     0.04%  translator  perf-32205.map       [.] src_0x36550c
     0.04%  translator  perf-32205.map       [.] src_0x20c8a0
     0.04%  translator  perf-32205.map       [.] src_0x52a054
     0.04%  translator  perf-32205.map       [.] src_0x2035f4
     0.04%  translator  perf-32205.map       [.] src_0x203cc8
     0.04%  translator  perf-32205.map       [.] src_0x2c2eb4
     0.04%  translator  perf-32205.map       [.] src_0x203c08
     0.04%  translator  perf-32205.map       [.] src_0x12cf18
     0.04%  translator  perf-32205.map       [.] src_0x3654d8
     0.04%  translator  perf-32205.map       [.] src_0x35d998
     0.04%  translator  perf-32205.map       [.] src_0xf4500
     0.04%  translator  perf-32205.map       [.] src_0x52f218
     0.04%  translator  perf-32205.map       [.] src_0x4f0e28
     0.04%  translator  perf-32205.map       [.] src_0x527844
     0.04%  translator  perf-32205.map       [.] src_0x52f1f0
     0.04%  translator  perf-32205.map       [.] src_0x26c774
     0.04%  translator  perf-32205.map       [.] src_0x4f15dc
     0.04%  translator  perf-32205.map       [.] src_0x20c380
     0.04%  translator  perf-32205.map       [.] src_0xf16fc
     0.04%  translator  perf-32205.map       [.] src_0x52a968
     0.04%  translator  perf-32205.map       [.] src_0x20762c
     0.04%  translator  perf-32205.map       [.] src_0x2c3ecc
     0.04%  translator  perf-32205.map       [.] src_0x529e80
     0.04%  translator  perf-32205.map       [.] src_0x4f1024
     0.04%  translator  perf-32205.map       [.] src_0x26a5bc
     0.04%  translator  perf-32205.map       [.] src_0x3654e8
     0.04%  translator  perf-32205.map       [.] src_0x2c2ad4
     0.04%  translator  perf-32205.map       [.] src_0x126930
     0.04%  translator  perf-32205.map       [.] src_0x529d1c
     0.04%  translator  perf-32205.map       [.] src_0x529d54
     0.04%  translator  perf-32205.map       [.] src_0xf4a60
     0.04%  translator  perf-32205.map       [.] src_0x208554
     0.04%  translator  perf-32205.map       [.] src_0x207670
     0.04%  translator  perf-32205.map       [.] src_0x3655e0
     0.04%  translator  perf-32205.map       [.] src_0x203c18
     0.04%  translator  perf-32205.map       [.] src_0x2c23b8
     0.04%  translator  perf-32205.map       [.] src_0x529da4
     0.04%  translator  perf-32205.map       [.] src_0x2c5d50
     0.04%  translator  perf-32205.map       [.] src_0x4f0588
     0.04%  translator  perf-32205.map       [.] src_0x203ac8
     0.04%  translator  perf-32205.map       [.] src_0x52f164
     0.04%  translator  perf-32205.map       [.] src_0x529d04
     0.04%  translator  perf-32205.map       [.] src_0x2c23d8
     0.04%  translator  perf-32205.map       [.] src_0x12cf08
     0.04%  translator  perf-32205.map       [.] src_0x4f05ec
     0.04%  translator  perf-32205.map       [.] src_0x203c28
     0.04%  translator  perf-32205.map       [.] src_0x4f0c38
     0.04%  translator  perf-32205.map       [.] src_0xde84c
     0.04%  translator  perf-32205.map       [.] src_0xf4530
     0.04%  translator  perf-32205.map       [.] src_0x529db0
     0.04%  translator  perf-32205.map       [.] src_0x12d024
     0.04%  translator  perf-32205.map       [.] src_0xde818
     0.04%  translator  perf-32205.map       [.] src_0x207678
     0.04%  translator  perf-32205.map       [.] src_0x2b3f20
     0.04%  translator  perf-32205.map       [.] src_0x4f0368
     0.04%  translator  perf-32205.map       [.] src_0x12cfec
     0.04%  translator  perf-32205.map       [.] src_0x201fa0
     0.04%  translator  perf-32205.map       [.] src_0x4f16bc
     0.04%  translator  perf-32205.map       [.] src_0x2c766c
     0.04%  translator  perf-32205.map       [.] src_0x126960
     0.04%  translator  perf-32205.map       [.] src_0x2c6810
     0.04%  translator  perf-32205.map       [.] src_0xdeb60
     0.04%  translator  perf-32205.map       [.] src_0x2c3f48
     0.04%  translator  perf-32205.map       [.] src_0x203e28
     0.04%  translator  perf-32205.map       [.] src_0xfb524
     0.04%  translator  perf-32205.map       [.] src_0x529ea0
     0.04%  translator  perf-32205.map       [.] src_0x2c5d9c
     0.04%  translator  perf-32205.map       [.] src_0x4f043c
     0.04%  translator  perf-32205.map       [.] src_0xde740
     0.04%  translator  perf-32205.map       [.] src_0x20c270
     0.04%  translator  perf-32205.map       [.] src_0x2c2e90
     0.04%  translator  perf-32205.map       [.] src_0x1f060
     0.04%  translator  perf-32205.map       [.] src_0x529cf4
     0.04%  translator  perf-32205.map       [.] src_0x265630
     0.04%  translator  [tg3]                [k] tg3_read32
     0.04%  translator  perf-32205.map       [.] src_0xf4704
     0.04%  translator  perf-32205.map       [.] src_0xdebec
     0.04%  translator  perf-32205.map       [.] src_0x2c2ec4
     0.04%  translator  perf-32205.map       [.] src_0x4f0be8
     0.04%  translator  perf-32205.map       [.] src_0x529ea8
     0.04%  translator  perf-32205.map       [.] src_0x52785c
     0.04%  translator  perf-32205.map       [.] src_0x4f0b1c
     0.04%  translator  perf-32205.map       [.] src_0x528960
     0.04%  translator  perf-32205.map       [.] src_0xde868
     0.04%  translator  perf-32205.map       [.] src_0x3654a4
     0.04%  translator  perf-32205.map       [.] src_0x207648
     0.04%  translator  perf-32205.map       [.] src_0x4f0b04
     0.04%  translator  perf-32205.map       [.] src_0xde77c
     0.04%  translator  perf-32205.map       [.] src_0x2c7680
     0.04%  translator  perf-32205.map       [.] src_0xde884
     0.04%  translator  perf-32205.map       [.] src_0x1f070
     0.04%  translator  perf-32205.map       [.] src_0x527878
     0.04%  translator  perf-32205.map       [.] src_0x2c6804
     0.04%  translator  perf-32205.map       [.] src_0x52a944
     0.04%  translator  perf-32205.map       [.] src_0x26ad7c
     0.04%  translator  perf-32205.map       [.] src_0x4f162c
     0.04%  translator  perf-32205.map       [.] src_0x2b3f54
